,_id,degrees,majors,skills
0,62ea4aef9964a9062d2b18dc,[],['Computer Science'],"['UI', 'design', 'Computer Science', 'JavaScript', 'ES6', 'TypeScript', 'HTML5', 'Python', 'React', 'Redux', 'Angular', 'Vue.js', 'Node.js', 'Express.js', 'D3.js', 'Git', 'Docker', 'Webpack', 'Babel', 'Firebase', 'GraphQL', 'Agile', 'Responsive Design', 'Design', 'UI', 'React', 'Redux', 'design', 'agile', 'code', 'React', 'Redux', 'Firebase', 'authentication', 'Firebase', 'Auth', 'Firestore', 'D3.js', 'data visualization', 'visualization']"
